name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
Clarus Corp,CLAR,Consumer Discretionary,33.81,Leisure Products,423.81,0.01
Avid Bioservices Inc,CDMO,Health Care,0.00,Pharmaceuticals,420.56,-0.04
Northwest Pipe Company,NWPX,Industrials,8.44,Metals & Mining,247.18,-0.26
Oceanfirst Finl Corp,OCFC,Financials,8.75,Banking Services,806.25,-0.48
Avanos Medical Inc,AVNS,Health Care,0.00,Healthcare Equipment & Supplies,1592.47,-0.01
Adtalem Global Education Inc,ATGE,Consumer Discretionary,5.46,Personal & Household Products & Services,1298.98,-0.31
Paramount Group Inc,PGRE,Real Estate,0.00,Residential & Commercial REIT,1554.55,-0.51
Schnitzer Steel A,SCHN,Materials,176.10,Metals & Mining,526.81,-0.11
Carpenter Technology Corp,CRS,Materials,826.36,Metals & Mining,889.89,-0.63
Dynavax Technologies,DVAX,Health Care,0.00,Biotechnology & Medical Research,538.80,-0.21
Home Bancorp Inc,HBCP,Financials,11.83,Banking Services,210.19,-0.41
Franchise Group,FRG,Consumer Discretionary,63.39,Personal & Household Products & Services,969.12,-0.03
First Bancorp [Nc],FBNC,Financials,7.42,Banking Services,588.23,-0.50
Comtech Telecom Company,CMTL,Information Technology,29.86,Communications & Networking,361.33,-0.61
Metrocity Bankshares Inc,MCBS,Financials,7.84,Banking Services,318.36,-0.29
Silvergate Capital Corp.,SI,Financials,13.32,Banking Services,266.70,-0.13
Rapt Therapeutics Inc,RAPT,Health Care,0.00,Biotechnology & Medical Research,825.09,0.06
Relmada Therapeutics Inc,RLMD,Health Care,0.00,Biotechnology & Medical Research,601.38,-0.07
First Bancorp Inc,FNLC,Financials,8.25,Banking Services,215.30,-0.36
Marker Therapeutics Inc,MRKR,Health Care,0.00,Biotechnology & Medical Research,79.25,-0.46
Resideo Technologies Inc,REZI,Industrials,0.00,"Machinery, Equipment & Components",1338.00,-0.15
Fluidigm Corp,FLDM,Health Care,0.00,Healthcare Equipment & Supplies,599.06,1.14
First Interstate Ban,FIBK,Financials,11.97,Banking Services,1999.45,-0.27
National Presto Industries,NPK,Industrials,12.40,Aerospace & Defense,585.44,-0.07
Ryerson Holding Corp,RYI,Materials,7.84,Metals & Mining,213.84,-0.54
Haynes Intl Inc,HAYN,Materials,40.13,Metals & Mining,224.03,-0.51
Pacific Biosciences,PACB,Health Care,0.00,Healthcare Equipment & Supplies,1552.78,0.66
Sportsman's Wareh,SPWH,Consumer Discretionary,12.13,Specialty Retailers,615.73,0.73
Hibbett Sports Inc,HIBB,Consumer Discretionary,15.06,Specialty Retailers,656.95,0.37
Worthington Industries,WOR,Materials,26.77,Metals & Mining,2059.41,-0.10
Allegheny Technologies Inc,ATI,Materials,0.00,Aerospace & Defense,1169.23,-0.57
Marinus Pharma CS,MRNS,Health Care,0.00,Pharmaceuticals,383.69,0.40
LA Jolla Pharma,LJPC,Health Care,0.00,Biotechnology & Medical Research,116.56,0.02
Central Pacific Financial Company,CPF,Financials,8.05,Banking Services,374.17,-0.56
Kindred Biosciences,KIN,Health Care,0.00,Biotechnology & Medical Research,193.69,-0.45
Corbus Pharma,CRBP,Health Care,0.00,Biotechnology & Medical Research,134.01,-0.72
Casi Phrmactcls Inc,CASI,Health Care,0.00,Biotechnology & Medical Research,190.87,-0.50
Chiasma Inc,CHMA,Health Care,0.00,Pharmaceuticals,284.97,-0.08
ANI Pharma Inc,ANIP,Health Care,70.87,Biotechnology & Medical Research,339.17,-0.54
Orasure Tech Inc,OSUR,Health Care,69.51,Healthcare Equipment & Supplies,852.62,0.45
Nature S Sunshine,NATR,Consumer Staples,20.37,Food & Tobacco,222.42,0.22
Select Bancorp Inc,SLCT,Financials,16.31,Banking Services,125.93,-0.42
Nautilus Group,NLS,Consumer Discretionary,0.00,Leisure Products,498.05,8.36
Premier Finl Bncp,PFBI,Financials,6.87,Banking Services,157.59,-0.43
Madrigal Pharmaceuticals Inc,MDGL,Health Care,0.00,Biotechnology & Medical Research,1917.57,0.29
Kalvista Pharmaceuticals Inc,KALV,Health Care,0.00,Pharmaceuticals,241.21,-0.24
Therapeuticsmd Inc,TXMD,Health Care,0.00,Pharmaceuticals,397.55,-0.44
Extreme Networks,EXTR,Information Technology,0.00,Communications & Networking,511.48,-0.48
Antares Pharma,ATRS,Health Care,83.46,Healthcare Equipment & Supplies,463.40,-0.43
Peoples Finl Svcs Company,PFIS,Financials,10.03,Banking Services,247.52,-0.35
Truecar Inc,TRUE,Communication Services,0.00,0,584.32,0.06
Summit Financial Gp,SMMF,Financials,6.98,Banking Services,193.64,-0.46
Medicinova Inc,MNOV,Health Care,0.00,Biotechnology & Medical Research,247.70,-0.11
Accelerate Diagnosti,AXDX,Health Care,0.00,Healthcare Equipment & Supplies,628.36,-0.37
Phibro Anl Htlh A,PAHC,Health Care,21.23,Pharmaceuticals,709.56,-0.29
Genmark Diagnostics,GNMK,Health Care,0.00,Healthcare Equipment & Supplies,1003.88,1.82
Independent Bank Group,IBTX,Financials,9.71,Banking Services,1843.12,-0.25
Esperion Theraptc,ESPR,Health Care,0.00,Biotechnology & Medical Research,1040.95,-0.41
City Holding Company,CHCO,Financials,9.93,Banking Services,898.81,-0.32
Zogenix Inc,ZGNX,Health Care,0.00,Biotechnology & Medical Research,1252.01,-0.64
Cytokinetics,CYTK,Health Care,0.00,Biotechnology & Medical Research,1450.99,0.99
Nordstrom,JWN,Consumer Discretionary,0.00,Diversified Retail,2038.24,-0.70
Spectrum Pharma Inc,SPPI,Health Care,0.00,Biotechnology & Medical Research,650.38,0.21
Brookfield Property REIT Inc,BPYU,Real Estate,2.03,Residential & Commercial REIT,586.65,-0.42
Flexion Therapeutics,FLXN,Health Care,0.00,Biotechnology & Medical Research,545.78,-0.49
Heron Therapeutics,HRTX,Health Care,0.00,Biotechnology & Medical Research,1410.07,-0.37
Spirit Airlines Inc,SAVE,Industrials,91.02,Passenger Transportation Services,1616.46,-0.60
Omeros Corp,OMER,Health Care,0.00,Biotechnology & Medical Research,674.35,-0.27
Anika Therapeutics,ANIK,Health Care,43.01,Pharmaceuticals,474.10,-0.37
Preferred Bank LA,PFBC,Financials,6.72,Banking Services,473.48,-0.48
Eagle Pharmaceuticals,EGRX,Health Care,267.26,Pharmaceuticals,541.56,-0.34
Radiant Logistics,RLGT,Industrials,25.11,Freight & Logistics Services,247.04,-0.10
Xbiotech Inc,XBIT,Health Care,2.18,Biotechnology & Medical Research,587.76,0.02
Independence Holding Company,IHC,Financials,375.42,Insurance,545.67,-0.16
Calithera Biosci Com,CALA,Health Care,0.00,Biotechnology & Medical Research,256.83,-0.40
Vanda Pharmaceuticals,VNDA,Health Care,4.51,Biotechnology & Medical Research,513.72,-0.42
Natl Beverage Cp,FIZZ,Consumer Staples,23.17,Beverages,3385.96,0.40
Akebia Therapeutics,AKBA,Health Care,0.00,Biotechnology & Medical Research,399.86,-0.60
Nantkwest Inc CS,NK,Health Care,0.00,Biotechnology & Medical Research,835.69,0.85
Ngm Biopharmaceuticals Inc,NGM,Health Care,0.00,Biotechnology & Medical Research,1151.55,-0.16
Monarch Casino,MCRI,Consumer Discretionary,66.74,Hotels & Entertainment Services,846.18,-0.09
Tanger Factory Outlet Centers,SKT,Real Estate,0.00,Residential & Commercial REIT,566.44,-0.61
Mercantil Bank Holding Cl A,AMTB,Financials,34.14,Banking Services,407.61,-0.54
Rocky Brands Inc,RCKY,Consumer Discretionary,13.12,Textiles & Apparel,185.44,-0.14
Paratek Pharma Inc,PRTK,Health Care,0.00,Biotechnology & Medical Research,283.22,0.43
Mei Pharma Inc,MEIP,Health Care,0.00,Biotechnology & Medical Research,366.82,0.28
Frontline Ltd,FRO,Energy,4.69,Oil & Gas Related Equipment and Services,1314.65,-0.52
Durect Corp,DRRX,Health Care,0.00,Biotechnology & Medical Research,353.02,-0.55
Shoe Carnival Inc,SCVL,Consumer Discretionary,50.28,Specialty Retailers,522.59,-0.05
Acelrx Pharmaceutica,ACRX,Health Care,0.00,Biotechnology & Medical Research,159.42,-0.27
Recro Pharma Inc,REPH,Health Care,26.77,Pharmaceuticals,54.14,-0.88
Lifevantage Cp,LFVN,Consumer Staples,16.64,Pharmaceuticals,187.89,-0.18
Heska Corp,HSKA,Health Care,204.54,Healthcare Equipment & Supplies,922.93,0.01
Supernus Pharm,SUPN,Health Care,9.60,Pharmaceuticals,1114.11,-0.14
Echo Global Logistic,ECHO,Industrials,159.21,Freight & Logistics Services,680.14,0.25
Sturm Ruger & Company,RGR,Consumer Discretionary,24.56,Leisure Products,1131.28,0.32
Hyster-Yale Materials Handling,HY,Industrials,18.13,"Machinery, Equipment & Components",636.94,-0.39
Aimmune Therap,AIMT,Health Care,0.00,Biotechnology & Medical Research,2256.46,0.02
Radius Health,RDUS,Health Care,0.00,Biotechnology & Medical Research,547.44,-0.44
Earthstone Energy,ESTE,Energy,7.44,Oil & Gas,75.78,-0.60
Beazer Homes USA,BZH,Consumer Discretionary,11.62,Homebuilding & Construction Supplies,359.34,-0.17
Foward Air Corp,FWRD,Industrials,23.55,Freight & Logistics Services,1561.88,-0.22
Southern National Bk,SONA,Financials,9.06,Banking Services,204.70,-0.50
Calamp Corp,CAMP,Information Technology,361.01,Telecommunications Services,288.32,-0.16
Sierra Bancorp,BSRR,Financials,7.44,Banking Services,252.50,-0.45
Bryn Mawr Bank Corp,BMTC,Financials,13.61,Banking Services,492.03,-0.41
Hawkins Inc,HWKN,Materials,16.21,Chemicals,493.35,-0.01
Peoples Bancorp Inc,PEBO,Financials,11.66,Banking Services,372.20,-0.47
Limoneira Company,LMNR,Consumer Staples,127.12,Food & Tobacco,259.22,-0.29
First Bank,FRBA,Financials,8.23,Banking Services,124.81,-0.45
Ferro Corp,FOE,Materials,0.00,Chemicals,958.22,-0.22
Cimpress N.V. Ord,CMPR,Industrials,81.56,Professional & Commercial Services,1959.37,-0.44
Kronos Worldwide Inc,KRO,Materials,20.00,Chemicals,1456.99,-0.08
Veritex Holdings,VBTX,Financials,9.85,Banking Services,796.34,-0.46
Peoples Bancorp NC,PEBK,Financials,8.36,Banking Services,94.39,-0.52
Zumiez Inc,ZUMZ,Consumer Discretionary,11.94,Specialty Retailers,727.11,-0.20
FS Bancorp Inc,FSBW,Financials,6.41,Banking Services,173.91,-0.37
Materion Corp,MTRN,Materials,48.09,Metals & Mining,1029.32,-0.16
Dorian Lpg Ltd,LPG,Energy,3.61,Oil & Gas Related Equipment and Services,401.93,-0.50
Mesa Air Group Inc,MESA,Industrials,3.87,Passenger Transportation Services,110.49,-0.66
Vericel Corproation,VCEL,Health Care,0.00,Pharmaceuticals,856.14,0.06
Express Inc,EXPR,Consumer Discretionary,0.00,Specialty Retailers,49.93,-0.86
Revlon Inc,REV,Consumer Staples,0.00,Personal & Household Products & Services,352.49,-0.70
Nordic American Tanker Shipping Ltd,NAT,Energy,23.69,Oil & Gas Related Equipment and Services,550.70,-0.29
Mackinac Financial,MFNC,Financials,7.76,Banking Services,103.02,-0.47
Greenlight Cap. Re.,GLRE,Financials,0.00,Insurance,228.33,-0.38
Genco Shipping & Trading Ltd,GNK,Industrials,0.00,Freight & Logistics Services,266.70,-0.39
Oil-Dri Corp of America,ODC,Consumer Staples,15.45,Personal & Household Products & Services,276.52,0.00
Buckle Inc,BKE,Consumer Discretionary,10.52,Specialty Retailers,1004.00,-0.26
Aerovironment Inc,AVAV,Industrials,44.41,Aerospace & Defense,1508.74,-0.01
Signet Jewelers Ltd,SIG,Consumer Discretionary,0.00,Specialty Retailers,934.85,-0.20
Dht Holdings,DHT,Energy,3.52,Oil & Gas Related Equipment and Services,763.64,-0.39
Replimune Group Inc,REPL,Health Care,0.00,Biotechnology & Medical Research,892.39,0.50
Brigham Minerals Inc,MNRL,Energy,65.41,Oil & Gas,390.44,-0.60
Chico's Fas,CHS,Consumer Discretionary,0.00,Specialty Retailers,127.09,-0.73
Connectone Bancorp,CNOB,Financials,8.17,Banking Services,559.81,-0.46
Southside Bancshares,SBSI,Financials,12.93,Banking Services,795.44,-0.36
Triple-S Management Corp,GTS,Health Care,9.54,Healthcare Providers & Services,417.71,-0.04
Urban Outfitters Inc,URBN,Consumer Discretionary,10.69,Specialty Retailers,2063.29,-0.26
Safe Bulkers Inc,SB,Industrials,8.82,Banking Services,106.21,-0.40
Golar Lng Ltd,GLNG,Energy,26.52,Oil & Gas Related Equipment and Services,1373.08,-0.29
Southern MO Bancorp,SMBC,Financials,7.73,Banking Services,211.10,-0.42
First Mid Ill Bncshr,FMBH,Financials,8.84,Banking Services,386.92,-0.37
Children's Place Inc,PLCE,Consumer Discretionary,9.52,Specialty Retailers,424.51,-0.57
Genesco Inc,GCO,Consumer Discretionary,0.00,Specialty Retailers,368.55,-0.49
Ameresco Inc,AMRC,Industrials,34.64,Renewable Energy,1434.66,0.72
Banco Latinoamericano DE Comercio,BLX,Financials,6.36,Banking Services,495.90,-0.43
Citi Trends Inc,CTRN,Consumer Discretionary,36.65,Specialty Retailers,246.59,-0.01
Endo Int'l Plc,ENDP,Health Care,0.00,Pharmaceuticals,721.62,-0.35
Abercrombie & Fitch Company,ANF,Consumer Discretionary,0.00,Specialty Retailers,911.90,-0.16
Winmark Corp,WINA,Consumer Discretionary,20.64,Specialty Retailers,579.27,-0.18
Heartland Finl USA,HTLF,Financials,8.94,Banking Services,1095.34,-0.43
Ardmore Shipping Corp,ASC,Energy,6.91,Oil & Gas Related Equipment and Services,112.50,-0.66
Vera Bradley,VRA,Consumer Discretionary,58.74,Textiles & Apparel,238.21,-0.41
Cass Information Sys,CASS,Information Technology,20.06,Professional & Commercial Services,544.25,-0.33
Pricesmart Inc,PSMT,Consumer Staples,24.81,Diversified Retail,1919.54,-0.11
Tilly's Inc,TLYS,Consumer Discretionary,575.11,Specialty Retailers,199.52,-0.47
Kontoor Brands Inc [Ktb/I],KTB,Consumer Discretionary,3244.12,Textiles & Apparel,1259.79,-0.47
Veeco Instrument,VECO,Information Technology,0.00,Semiconductors & Semiconductor Equipment,587.49,-0.21
Ultra Clean Holdings,UCTT,Information Technology,42.10,Semiconductors & Semiconductor Equipment,862.94,-0.11
Caesarstone Sdot-Yam,CSTE,Industrials,92.46,Homebuilding & Construction Supplies,336.44,-0.37
Hometrust Bancshares,HTBI,Financials,10.43,Banking Services,228.01,-0.50
Golden Entmt,GDEN,Consumer Discretionary,0.00,Hotels & Entertainment Services,388.68,-0.31
Axcelis Tech Inc,ACLS,Information Technology,22.16,Semiconductors & Semiconductor Equipment,763.34,-0.10
I3 Verticals Inc Cl A,IIIV,Information Technology,608.02,Professional & Commercial Services,433.75,-0.11
Columbus Mckinnon,CMCO,Industrials,21.35,"Machinery, Equipment & Components",812.47,-0.20
Axt Inc,AXTI,Information Technology,41.94,Semiconductors & Semiconductor Equipment,205.53,0.16
International Game Technology,IGT,Consumer Discretionary,0.00,Hotels & Entertainment Services,2450.08,-0.27
Bcb Bancorp Inc,BCBP,Financials,9.33,Banking Services,134.75,-0.43
Costamare Inc,CMRE,Industrials,0.00,Freight & Logistics Services,631.36,-0.45
Eros International Plc,EROS,Communication Services,0.00,Media & Publishing,516.17,-0.24
Oak Valley Bancp CA,OVLY,Financials,8.33,Banking Services,97.45,-0.41
Retail Value Inc,RVI,Real Estate,12.00,Residential & Commercial REIT,232.60,-0.69
Evans Bancorp,EVBN,Financials,11.54,Banking Services,118.11,-0.45
Photronics Inc,PLAB,Information Technology,18.32,Semiconductors & Semiconductor Equipment,653.35,-0.39
Domo Inc Cl B,DOMO,Information Technology,0.00,Software & IT Services,1128.40,0.69
Brightview Holdings Inc,BV,Industrials,0.00,Professional & Commercial Services,1256.49,-0.31
Applied Optoelect,AAOI,Information Technology,41.83,Electronic Equipment & Parts,253.02,-0.12
D S P Group Inc,DSPG,Information Technology,0.00,Semiconductors & Semiconductor Equipment,304.53,-0.20
Sapiens Intl Cp NV,SPNS,Information Technology,50.76,Software & IT Services,1517.93,0.25
Ceva Inc,CEVA,Information Technology,603.80,Semiconductors & Semiconductor Equipment,837.82,0.36
Focus Financial Partners Inc Cl A,FOCS,Financials,138.53,Investment Banking & Investment Services,1570.65,0.07
Textainer Group Holdings,TGH,Industrials,15.57,Professional & Commercial Services,753.12,0.22
Nve Corp,NVEC,Information Technology,18.17,Semiconductors & Semiconductor Equipment,241.75,-0.31
Greif Bros. Corp,GEF,Materials,13.75,Containers & Packaging,1803.98,-0.22
Verrica Pharmaceuticals Inc,VRCA,Health Care,0.00,Pharmaceuticals,218.65,-0.49
A10 Networks Inc,ATEN,Information Technology,151.95,Software & IT Services,552.52,-0.01
Faro Tech Inc,FARO,Information Technology,270.12,Electronic Equipment & Parts,1013.41,0.11
Pdvwireless,ATEX,Communication Services,0.00,Telecommunications Services,628.72,-0.18
Allied Motion Tech,AMOT,Industrials,24.83,"Machinery, Equipment & Components",382.66,-0.21
Astronics Cp,ATRO,Industrials,4.81,Aerospace & Defense,255.68,-0.72
Renasant Corp,RNST,Financials,12.70,Banking Services,1216.91,-0.40
Iteris Inc,ITI,Information Technology,0.00,Communications & Networking,171.07,-0.19
Meiragtx Holdings Plc,MGTX,Health Care,0.00,Biotechnology & Medical Research,476.75,-0.38
Veritiv Corp,VRTV,Industrials,0.00,Freight & Logistics Services,221.40,-0.36
8X8 Inc,EGHT,Information Technology,0.00,Communications & Networking,1631.27,-0.18
Neophotonics Corp,NPTN,Information Technology,19.20,Semiconductors & Semiconductor Equipment,309.29,-0.33
Lemaitre Vascular,LMAT,Health Care,40.29,Healthcare Equipment & Supplies,657.38,-0.07
Cornerstone Building Brands Inc.,CNR,Industrials,0.00,Homebuilding & Construction Supplies,969.50,-0.14
Amkor Technology,AMKR,Information Technology,10.00,Semiconductors & Semiconductor Equipment,2729.89,-0.16
Surmodics Inc,SRDX,Health Care,69.52,Healthcare Equipment & Supplies,524.79,-0.07
Bankfinancial Corp,BFIN,Financials,8.75,Banking Services,102.89,-0.47
Ambarella Inc,AMBA,Information Technology,0.00,Semiconductors & Semiconductor Equipment,1750.44,-0.19
Trecora Resources,TREC,Materials,0.00,Chemicals,137.42,-0.23
Arrow Financial Corp,AROW,Financials,10.51,Banking Services,389.89,-0.33
Biotelemetry Inc,BEAT,Health Care,81.63,Healthcare Providers & Services,1474.08,-0.09
Maui Land & Pineapple Company,MLP,Real Estate,0.00,Real Estate Operations,208.98,-0.08
Herc Holdings Inc,HRI,Industrials,25.27,Professional & Commercial Services,1082.79,-0.27
Hawaiian Hlds Inc,HA,Industrials,15.77,Passenger Transportation Services,608.08,-0.56
Macom Technology S,MTSI,Information Technology,0.00,Semiconductors & Semiconductor Equipment,2212.57,0.19
Monro Muffler Brak,MNRO,Consumer Discretionary,37.35,Specialty Retailers,1392.68,-0.47
Clearfield Inc,CLFD,Information Technology,43.37,Communications & Networking,270.48,0.36
Cardiovascular Syst,CSII,Health Care,912.02,Healthcare Equipment & Supplies,1395.96,-0.26
Misonix Inc,MSON,Health Care,0.00,Healthcare Equipment & Supplies,205.54,-0.38
Kiniksa Pharmaceuticals Ltd,KNSA,Health Care,0.00,Biotechnology & Medical Research,1126.03,0.43
Loral Space Comm,LORL,Communication Services,8.15,Communications & Networking,593.29,-0.44
Alpha and Omega Semi,AOSL,Information Technology,379.40,Semiconductors & Semiconductor Equipment,309.92,-0.14
Cryolife,CRY,Health Care,0.00,Healthcare Equipment & Supplies,681.44,-0.32
Seaspine Holdings,SPNE,Health Care,0.00,Healthcare Equipment & Supplies,389.67,0.11
Guess Inc,GES,Consumer Discretionary,0.00,Specialty Retailers,805.94,-0.46
Marine Products Corp,MPX,Consumer Discretionary,33.67,Leisure Products,570.68,0.09
Group 1 Automotive,GPI,Consumer Discretionary,11.22,Specialty Retailers,1552.39,-0.14
Icf International,ICFI,Industrials,18.76,Professional & Commercial Services,1166.72,-0.33
Accuray Incorporated,ARAY,Health Care,59.83,Healthcare Equipment & Supplies,220.70,-0.18
Cerus Corp,CERS,Health Care,0.00,Healthcare Equipment & Supplies,1036.91,0.39
Greensky Inc Cl A,GSKY,Information Technology,15.98,Investment Banking & Investment Services,303.76,-0.54
Inogen Inc,INGN,Health Care,99.79,Healthcare Equipment & Supplies,638.59,-0.59
Alphatec Holdings,ATEC,Health Care,0.00,Healthcare Equipment & Supplies,395.46,-0.13
Scholar Rock Holding Corp,SRRK,Health Care,0.00,Pharmaceuticals,540.13,0.36
Gannett Co. Inc.,GCI,Communication Services,0.00,Media & Publishing,192.81,-0.79
Penske Automotive Group,PAG,Consumer Discretionary,12.22,Specialty Retailers,3796.76,-0.07
Enpro Industries,NPO,Industrials,0.00,"Machinery, Equipment & Components",1124.86,-0.18
Aprea Therapeutics Inc,APRE,Health Care,23.25,Biotechnology & Medical Research,526.70,-0.52
Frequency Therapeutics Inc,FREQ,Health Care,0.00,Biotechnology & Medical Research,756.02,0.17
Del Taco Rest,TACO,Consumer Discretionary,396.32,Hotels & Entertainment Services,309.05,0.00
Sykes Enterprises,SYKE,Information Technology,17.53,Software & IT Services,1315.83,-0.12
Oyster Point Pharma Inc,OYST,Health Care,0.00,Biotechnology & Medical Research,497.29,-0.26
Brp Group Inc.,BRP,Financials,0.00,Insurance,875.69,0.55
Ruth's Hospitality,RUTH,Consumer Discretionary,9.22,Hotels & Entertainment Services,389.43,-0.51
First Merchants Corp,FRME,Financials,7.93,Banking Services,1196.69,-0.47
1-800-Flowers.com,FLWS,Consumer Discretionary,27.42,Specialty Retailers,1571.64,0.69
Phathom Pharmaceuticals Inc.,PHAT,Health Care,0.00,Biotechnology & Medical Research,973.60,0.12
Lantheus Holdings,LNTH,Health Care,41.21,Healthcare Equipment & Supplies,831.16,-0.42
Hbt Financial Inc.,HBT,Financials,5.68,Banking Services,324.00,-0.41
Bellring Brands Inc Cl A,BRBR,Consumer Staples,17.08,Food & Tobacco,754.66,-0.12
Cryoport Inc,CYRX,Health Care,0.00,Freight & Logistics Services,1772.54,1.79
Construction Partners Inc Cl A,ROAD,Industrials,24.61,Construction & Engineering,913.43,0.03
Sonic Automotive,SAH,Consumer Discretionary,0.00,Specialty Retailers,1690.00,0.26
Primoris Services Cp,PRIM,Industrials,9.76,Construction & Engineering,860.99,-0.20
Eidos Therapeutics Inc,EIDX,Health Care,0.00,Biotechnology & Medical Research,1742.64,-0.22
Nathan's Famous IN,NATH,Consumer Discretionary,18.20,Hotels & Entertainment Services,215.90,-0.27
Progyny Inc.,PGNY,Health Care,0.00,Healthcare Providers & Services,2296.61,-0.02
Alico Inc,ALCO,Consumer Staples,9.62,Food & Tobacco,221.00,-0.21
America's Car-Mart,CRMT,Consumer Discretionary,10.97,Specialty Retailers,607.51,-0.21
Caredx Inc,CDNA,Health Care,0.00,Biotechnology & Medical Research,1630.99,0.47
Red Robin Gourmet Burgers Inc,RRGB,Consumer Discretionary,23.73,Hotels & Entertainment Services,210.58,-0.61
Maxlinear Inc,MXL,Information Technology,0.00,Semiconductors & Semiconductor Equipment,1742.89,0.06
Viela Bio Inc,VIE,Health Care,0.00,Biotechnology & Medical Research,1475.39,-0.04
Neoleukin Therapeutics Inc,NLTX,Health Care,0.00,Biotechnology & Medical Research,493.89,-0.07
Graftech International Ltd,EAF,Industrials,3.63,Metals & Mining,1961.16,-0.38
Intricon Corp,IIN,Health Care,1086.88,Healthcare Equipment & Supplies,106.76,-0.35
Olympic Steel Inc,ZEUS,Materials,53.81,Metals & Mining,132.12,-0.35
Dennys Corp,DENN,Consumer Discretionary,12.02,Hotels & Entertainment Services,653.65,-0.50
Amer Superconductor,AMSC,Industrials,24.30,"Machinery, Equipment & Components",273.20,0.50
Dave & Buster's Ente,PLAY,Consumer Discretionary,40.65,Hotels & Entertainment Services,791.03,-0.60
Bj's Restaurants Inc,BJRI,Consumer Discretionary,13.65,Hotels & Entertainment Services,722.32,-0.19
Bloomin' Brands Inc,BLMN,Consumer Discretionary,35.26,Hotels & Entertainment Services,1272.06,-0.36
Sunpower Corp,SPWR,Information Technology,309.31,Renewable Energy,1729.77,0.31
Vir Biotechnology Inc.,VIR,Health Care,0.00,Biotechnology & Medical Research,4178.82,1.67
Goosehead Insurance Inc Cl A,GSHD,Financials,447.07,Insurance,1471.11,0.90
Fluor Corp,FLR,Industrials,0.00,Construction & Engineering,1198.49,-0.55
Angiodynamics Inc,ANGO,Health Care,8.34,Healthcare Equipment & Supplies,383.28,-0.37
Berkshire Hills Bancorp,BHLB,Financials,0.00,Banking Services,453.86,-0.74
Arlo Technologies Inc,ARLO,Information Technology,0.00,Software & IT Services,450.07,0.29
Sunnova Energy International Inc.,NOVA,Utilities,0.00,Renewable Energy,2301.84,1.32
Castle Biosciences,CSTL,Health Care,129.99,Healthcare Equipment & Supplies,1011.66,0.47
Universal Logis Hld,ULH,Industrials,28.87,Freight & Logistics Services,542.95,0.07
Cohn & Steers Inc,CNS,Financials,22.57,Investment Banking & Investment Services,2658.81,-0.13
West Bancorp,WTBA,Financials,8.59,Banking Services,266.97,-0.37
Camden Natl Cp,CAC,Financials,8.14,Banking Services,433.03,-0.38
Harsco Corp,HSC,Industrials,492.13,Professional & Commercial Services,1061.25,-0.44
Bioxcel Therapeutics Inc,BTAI,Health Care,0.00,Biotechnology & Medical Research,989.65,1.93
Universal Insurance Holdings Inc,UVE,Financials,57.91,Insurance,494.99,-0.47
Colony Northstar Credit Real Estate Inc Class,CLNC,Real Estate,0.00,Residential & Commercial REIT,626.20,-0.65
Consolidated Communications Holdings Inc,CNSL,Communication Services,17.77,Telecommunications Services,420.08,0.46
Blue Bird Corp,BLBD,Industrials,27.30,"Machinery, Equipment & Components",320.25,-0.51
Altisource Portfolio,ASPS,Real Estate,1.52,Real Estate Operations,204.62,-0.31
Mma Capital Mngt,MMAC,Financials,1.97,Investment Banking & Investment Services,130.91,-0.27
Turtle Beach Corp,HEAR,Consumer Discretionary,16.14,"Computers, Phones & Household Electronics",259.06,0.78
Phreesia Inc.,PHR,Health Care,0.00,Software & IT Services,1126.27,0.10
First Choice Bancorp,FCBP,Financials,6.43,Banking Services,155.81,-0.51
Gladstone Comml,GOOD,Real Estate,2718.71,Residential & Commercial REIT,577.14,-0.27
ADT Inc,ADT,Industrials,0.00,Communications & Networking,6573.18,0.04
Livexlive Media Inc,LIVX,Communication Services,0.00,Media & Publishing,198.55,0.70
AssetMark Financial Holdings,AMK,Financials,0.00,Investment Banking & Investment Services,1570.61,-0.25
Health Catalyst Inc.,HCAT,Health Care,0.00,Healthcare Equipment & Supplies,1364.10,-0.01
Casa Systems Inc,CASA,Information Technology,32.66,Communications & Networking,339.61,-0.03
Byline Bancorp Inc,BY,Financials,9.76,Banking Services,414.85,-0.45
Urban Edge Properties,UE,Real Estate,8.30,Residential & Commercial REIT,1109.83,-0.52
Altair Engineering Inc Cl A,ALTR,Information Technology,121.17,Software & IT Services,3119.79,0.12
Apollo Commercial Real Estate,ARI,Real Estate,15169.49,Residential & Commercial REIT,1321.57,-0.53
Anworth Mortgage Asset Corp,ANH,Real Estate,0.00,Residential & Commercial REIT,173.48,-0.52
Evelo Biosciences Inc,EVLO,Health Care,0.00,Biotechnology & Medical Research,205.31,0.04
Mersana Therapeutics Inc,MRSN,Health Care,0.00,Biotechnology & Medical Research,1427.14,2.33
Kala Pharmaceuticals Inc,KALA,Health Care,0.00,Pharmaceuticals,468.66,1.17
Redwood Trust,RWT,Real Estate,0.00,Residential & Commercial REIT,868.98,-0.57
Armour Residential R,ARR,Real Estate,0.00,Residential & Commercial REIT,612.61,-0.49
Geo Group Inc,GEO,Real Estate,8.97,Residential & Commercial REIT,1303.47,-0.36
Diamondrock Hospitality Company,DRH,Real Estate,26.10,Residential & Commercial REIT,953.69,-0.59
Shotspotter Inc,SSTI,Information Technology,146.98,Software & IT Services,377.61,0.27
